"gene","size","name","description"
"ENSG00000033122.18",6507,"LRRC7","leucine"
"ENSG00000033170.16",5166,"FUT8","fucosyltransferase"
"ENSG00000033178.12",9564,"UBA6","ubiquitin"
"ENSG00000033327.12",6092,"GAB2","GRB2"
"ENSG00000033627.16",4128,"ATP6V0A1","ATPase"
"ENSG00000033800.13",8115,"PIAS1","protein"
"ENSG00000033867.16",7970,"SLC4A7","solute"
"ENSG00000034053.14",4031,"APBA2","amyloid"
"ENSG00000034152.18",2303,"MAP2K3","mitogen-activated"
"ENSG00000034239.10",2286,"EFCAB1","EF-hand"
"ENSG00000034510.5",496,"TMSB10","thymosin"
"ENSG00000034533.11",2664,"ASTE1","asteroid"
"ENSG00000034677.12",4330,"RNF19A","ring"
"ENSG00000034693.14",1969,"PEX3","peroxisomal"
"ENSG00000034713.7",1002,"GABARAPL2","GABA"
"ENSG00000034971.16",2095,"MYOC","myocilin"
"ENSG00000035115.21",3540,"SH3YL1","SH3"
"ENSG00000035141.7",1810,"FAM136A","family"
"ENSG00000035403.17",6489,"VCL","vinculin"
"ENSG00000035499.12",2499,"DEPDC1B","DEP"
"ENSG00000035664.11",8086,"DAPK2","death"
"ENSG00000035681.7",3569,"NSMAF","neutral"
"ENSG00000035687.9",2780,"ADSS","adenylosuccinate"
"ENSG00000035720.7",1511,"STAP1","signal"
"ENSG00000035862.12",3652,"TIMP2","TIMP"
"ENSG00000035928.15",4886,"RFC1","replication"
"ENSG00000036054.12",3677,"TBC1D23","TBC1"
"ENSG00000036257.12",6741,"CUL3","cullin"
"ENSG00000036448.9",5014,"MYOM2","myomesin"
"ENSG00000036473.7",1585,"OTC","ornithine"
"ENSG00000036530.8",2181,"CYP46A1","cytochrome"
"ENSG00000036549.12",4328,"AC118549.1","zinc"
"ENSG00000036565.14",2956,"SLC18A1","solute"
"ENSG00000036672.15",3732,"USP2","ubiquitin"
"ENSG00000036828.16",10047,"CASR","calcium"
"ENSG00000037042.8",1761,"TUBG2","tubulin"
"ENSG00000037241.7",742,"RPL26L1","ribosomal"
"ENSG00000037280.15",5857,"FLT4","fms"
"ENSG00000037474.14",3303,"NSUN2","NOP2/Sun"
"ENSG00000037637.10",6202,"FBXO42","F-box"
"ENSG00000037749.11",2891,"MFAP3","microfibril"
"ENSG00000037757.13",3027,"MRI1","methylthioribose-1-phosphate"
"ENSG00000037897.16",2066,"METTL1","methyltransferase"
"ENSG00000037965.5",1889,"HOXC8","homeobox"
"ENSG00000038002.8",2107,"AGA","aspartylglucosaminidase"
"ENSG00000038210.12",3540,"PI4K2B","phosphatidylinositol"
"ENSG00000038219.12",10565,"BOD1L1","biorientation"
"ENSG00000038274.16",3409,"MAT2B","methionine"
"ENSG00000038295.7",6708,"TLL1","tolloid"
"ENSG00000038358.14",4800,"EDC4","enhancer"
"ENSG00000038382.19",11100,"TRIO","trio"
"ENSG00000038427.15",12625,"VCAN","versican"
"ENSG00000038532.15",6891,"CLEC16A","C-type"
"ENSG00000038945.14",3572,"MSR1","macrophage"
"ENSG00000039068.18",4889,"CDH1","cadherin"
"ENSG00000039123.15",4192,"MTREX","Mtr4"
"ENSG00000039139.9",15633,"DNAH5","dynein"
"ENSG00000039319.16",6773,"ZFYVE16","zinc"
"ENSG00000039523.19",4260,"RIPOR1","RHO"
"ENSG00000039537.13",3661,"C6","complement"
"ENSG00000039560.13",5092,"RAI14","retinoic"
"ENSG00000039600.10",3265,"SOX30","SRY-box"
"ENSG00000039650.11",2041,"PNKP","polynucleotide"
"ENSG00000039987.6",2183,"BEST2","bestrophin"
"ENSG00000040199.18",8467,"PHLPP2","PH"
"ENSG00000040275.16",2668,"SPDL1","spindle"
"ENSG00000040341.17",4061,"STAU2","staufen"
"ENSG00000040487.12",2153,"PQLC2","PQ"
"ENSG00000040531.14",2866,"CTNS","cystinosin,"
"ENSG00000040608.13",2157,"RTN4R","reticulon"
"ENSG00000040633.12",2037,"PHF23","PHD"
"ENSG00000040731.10",3438,"CDH10","cadherin"
"ENSG00000040933.15",9996,"INPP4A","inositol"
"ENSG00000041353.9",7281,"RAB27B","RAB27B,"
"ENSG00000041357.15",4411,"PSMA4","proteasome"
"ENSG00000041515.15",7436,"MYO16","myosin"
"ENSG00000041802.10",3572,"LSG1","large"
"ENSG00000041880.14",2472,"PARP3","poly(ADP-ribose)"
"ENSG00000041982.15",7641,"TNC","tenascin"
"ENSG00000041988.15",2053,"THAP3","THAP"
"ENSG00000042062.11",4377,"RIPOR3","RIPOR"
"ENSG00000042088.13",3702,"TDP1","tyrosyl-DNA"
"ENSG00000042286.14",3247,"AIFM2","apoptosis"
"ENSG00000042304.11",453,"C2orf83","chromosome"
"ENSG00000042317.16",2301,"SPATA7","spermatogenesis"
"ENSG00000042429.11",5142,"MED17","mediator"
"ENSG00000042445.13",3100,"RETSAT","retinol"
"ENSG00000042493.15",1442,"CAPG","capping"
"ENSG00000042753.11",935,"AP2S1","adaptor"
"ENSG00000042781.12",18883,"USH2A","usherin"
"ENSG00000042813.7",1213,"ZPBP","zona"
"ENSG00000042832.11",8450,"TG","thyroglobulin"
"ENSG00000042980.12",7052,"ADAM28","ADAM"
"ENSG00000043039.6",1813,"BARX2","BARX"
"ENSG00000043093.13",7954,"DCUN1D1","defective"
"ENSG00000043143.20",6465,"JADE2","jade"
"ENSG00000043355.11",2983,"ZIC2","Zic"
"ENSG00000043462.11",4678,"LCP2","lymphocyte"
"ENSG00000043514.15",2112,"TRIT1","tRNA"
"ENSG00000043591.5",2853,"ADRB1","adrenoceptor"
"ENSG00000044012.3",597,"GUCA2B","guanylate"
"ENSG00000044090.8",5504,"CUL7","cullin"
"ENSG00000044115.20",3831,"CTNNA1","catenin"
"ENSG00000044446.11",5559,"PHKA2","phosphorylase"
"ENSG00000044459.14",5576,"CNTLN","centlein"
"ENSG00000044524.10",5809,"EPHA3","EPH"
"ENSG00000044574.7",3908,"HSPA5","heat"
"ENSG00000046604.12",5831,"DSG2","desmoglein"
"ENSG00000046647.13",1682,"GEMIN8","gem"
"ENSG00000046651.14",3736,"OFD1","OFD1,"
"ENSG00000046653.14",3957,"GPM6B","glycoprotein"
"ENSG00000046774.9",1991,"MAGEC2","MAGE"
"ENSG00000046889.18",10750,"PREX2","phosphatidylinositol-3,4,5-trisphosphate"
"ENSG00000047056.14",4582,"WDR37","WD"
"ENSG00000047188.15",6316,"YTHDC2","YTH"
"ENSG00000047230.14",4319,"CTPS2","CTP"
"ENSG00000047249.17",2365,"ATP6V1H","ATPase"
"ENSG00000047315.15",4108,"POLR2B","RNA"
"ENSG00000047346.12",4217,"FAM214A","family"
"ENSG00000047365.11",7514,"ARAP2","ArfGAP"
"ENSG00000047410.13",9708,"TPR","translocated"
"ENSG00000047457.13",4676,"CP","ceruloplasmin"
"ENSG00000047578.12",6616,"KIAA0556","KIAA0556"
"ENSG00000047579.19",1880,"DTNBP1","dystrobrevin"
"ENSG00000047597.6",5209,"XK","X-linked"
"ENSG00000047617.14",3720,"ANO2","anoctamin"
"ENSG00000047621.11",3826,"C12orf4","chromosome"
"ENSG00000047634.14",2830,"SCML1","Scm"
"ENSG00000047644.18",6647,"WWC3","WWC"
"ENSG00000047648.21",5117,"ARHGAP6","Rho"
"ENSG00000047662.4",6622,"FAM184B","family"
"ENSG00000047849.21",8920,"MAP4","microtubule"
"ENSG00000047932.13",4590,"GOPC","golgi"
"ENSG00000047936.10",7435,"ROS1","ROS"
"ENSG00000048028.11",4669,"USP28","ubiquitin"
"ENSG00000048052.21",9705,"HDAC9","histone"
"ENSG00000048140.17",2810,"TSPAN17","tetraspanin"
"ENSG00000048162.20",1258,"NOP16","NOP16"
"ENSG00000048342.15",5249,"CC2D2A","coiled-coil"
"ENSG00000048392.11",4931,"RRM2B","ribonucleotide"
"ENSG00000048405.9",4358,"ZNF800","zinc"
"ENSG00000048462.10",994,"TNFRSF17","TNF"
"ENSG00000048471.13",8171,"SNX29","sorting"
"ENSG00000048540.14",3810,"LMO3","LIM"
"ENSG00000048544.5",2110,"MRPS10","mitochondrial"
"ENSG00000048545.13",2233,"GUCA1A","guanylate"
"ENSG00000048649.13",11550,"RSF1","remodeling"
"ENSG00000048707.14",16355,"VPS13D","vacuolar"
"ENSG00000048740.18",8044,"CELF2","CUGBP"
"ENSG00000048828.16",5118,"FAM120A","family"
"ENSG00000048991.16",4648,"R3HDM1","R3H"
"ENSG00000049089.14",2862,"COL9A2","collagen"
"ENSG00000049130.15",5737,"KITLG","KIT"
"ENSG00000049167.14",2017,"ERCC8","ERCC"
"ENSG00000049192.14",7311,"ADAMTS6","ADAM"
"ENSG00000049239.12",9146,"H6PD","hexose-6-phosphate"
"ENSG00000049245.12",2205,"VAMP3","vesicle"
"ENSG00000049246.14",6318,"PER3","period"
"ENSG00000049247.13",1601,"UTS2","urotensin"
"ENSG00000049249.8",5970,"TNFRSF9","TNF"
"ENSG00000049283.17",4071,"EPN3","epsin"
"ENSG00000049323.15",6333,"LTBP1","latent"
"ENSG00000049449.9",2572,"RCN1","reticulocalbin"
"ENSG00000049540.16",3967,"ELN","elastin"
"ENSG00000049541.10",1695,"RFC2","replication"
"ENSG00000049618.22",10194,"ARID1B","AT-rich"
"ENSG00000049656.13",2500,"CLPTM1L","CLPTM1"
"ENSG00000049759.17",8436,"NEDD4L","neural"
"ENSG00000049768.14",2448,"FOXP3","forkhead"
"ENSG00000049769.12",3421,"PPP1R3F","protein"
"ENSG00000049860.13",2021,"HEXB","hexosaminidase"
"ENSG00000049883.14",11151,"PTCD2","pentatricopeptide"
"ENSG00000050030.14",11712,"NEXMIF","neurite"
"ENSG00000050130.17",2524,"JKAMP","JNK1/MAPK8"
"ENSG00000050165.17",2650,"DKK3","dickkopf"
"ENSG00000050327.14",5544,"ARHGEF5","Rho"
"ENSG00000050344.8",3686,"NFE2L3","nuclear"
"ENSG00000050393.11",5471,"MCUR1","mitochondrial"
"ENSG00000050405.13",3920,"LIMA1","LIM"
"ENSG00000050426.15",2123,"LETMD1","LETM1"
"ENSG00000050438.16",11824,"SLC4A8","solute"
"ENSG00000050555.17",6133,"LAMC3","laminin"
"ENSG00000050628.20",6982,"PTGER3","prostaglandin"
"ENSG00000050730.15",2416,"TNIP3","TNFAIP3"
"ENSG00000050748.17",4815,"MAPK9","mitogen-activated"
"ENSG00000050767.16",3061,"COL23A1","collagen"
"ENSG00000050820.16",4064,"BCAR1","BCAR1,"
"ENSG00000051009.10",3481,"FAM160A2","family"
"ENSG00000051108.14",2946,"HERPUD1","homocysteine"
"ENSG00000051128.18",1979,"HOMER3","homer"
"ENSG00000051180.16",2449,"RAD51","RAD51"
"ENSG00000051341.13",9055,"POLQ","DNA"
"ENSG00000051382.8",5919,"PIK3CB","phosphatidylinositol-4,5-bisphosphate"
"ENSG00000051523.10",1415,"CYBA","cytochrome"
"ENSG00000051596.9",1796,"THOC3","THO"
"ENSG00000051620.10",10014,"HEBP2","heme"
"ENSG00000051825.14",6351,"MPHOSPH9","M-phase"
"ENSG00000052126.14",6487,"PLEKHA5","pleckstrin"
"ENSG00000052344.15",1872,"PRSS8","serine"
"ENSG00000052723.11",5506,"SIKE1","suppressor"
"ENSG00000052749.13",4476,"RRP12","ribosomal"
"ENSG00000052795.12",6925,"FNIP2","folliculin"
"ENSG00000052802.12",2269,"MSMO1","methylsterol"
"ENSG00000052841.14",4469,"TTC17","tetratricopeptide"
"ENSG00000052850.5",5750,"ALX4","ALX"
"ENSG00000053108.16",5419,"FSTL4","follistatin"
"ENSG00000053254.15",7832,"FOXN3","forkhead"
"ENSG00000053328.8",1119,"METTL24","methyltransferase"
"ENSG00000053371.12",1362,"AKR7A2","aldo-keto"
"ENSG00000053372.4",2315,"MRTO4","MRT4"
"ENSG00000053438.8",1297,"NNAT","neuronatin"
"ENSG00000053501.12",1776,"USE1","unconventional"
"ENSG00000053524.12",4980,"MCF2L2","MCF.2"
"ENSG00000053702.14",2746,"NRIP2","nuclear"
"ENSG00000053747.15",10661,"LAMA3","laminin"
"ENSG00000053770.11",11737,"AP5M1","adaptor"
"ENSG00000053900.10",2685,"ANAPC4","anaphase"
"ENSG00000053918.16",3246,"KCNQ1","potassium"
"ENSG00000054116.11",1336,"TRAPPC3","trafficking"
"ENSG00000054118.13",4432,"THRAP3","thyroid"
"ENSG00000054148.17",985,"PHPT1","phosphohistidine"
"ENSG00000054179.11",2095,"ENTPD2","ectonucleoside"
"ENSG00000054219.10",6886,"LY75","lymphocyte"
"ENSG00000054267.21",5946,"ARID4B","AT-rich"
"ENSG00000054277.13",2620,"OPN3","opsin"
"ENSG00000054282.15",2567,"SDCCAG8","serologically"
"ENSG00000054356.13",3784,"PTPRN","protein"
"ENSG00000054392.12",3626,"HHAT","hedgehog"
"ENSG00000054523.17",10669,"KIF1B","kinesin"
"ENSG00000054598.7",3926,"FOXC1","forkhead"
"ENSG00000054611.13",3934,"TBC1D22A","TBC1"
"ENSG00000054654.16",21842,"SYNE2","spectrin"
"ENSG00000054690.13",6604,"PLEKHH1","pleckstrin"
"ENSG00000054793.13",8106,"ATP9A","ATPase"
"ENSG00000054796.12",1834,"SPO11","SPO11,"
"ENSG00000054803.3",3024,"CBLN4","cerebellin"
"ENSG00000054938.15",1867,"CHRDL2","chordin"
"ENSG00000054965.10",7296,"FAM168A","family"
"ENSG00000054967.12",3535,"RELT","RELT,"
"ENSG00000054983.16",3883,"GALC","galactosylceramidase"
"ENSG00000055044.10",2046,"NOP58","NOP58"
"ENSG00000055070.16",3636,"SZRD1","SUZ"
"ENSG00000055118.14",4286,"KCNH2","potassium"
"ENSG00000055130.15",3064,"CUL1","cullin"
"ENSG00000055147.18",4443,"FAM114A2","family"
"ENSG00000055163.19",6370,"CYFIP2","cytoplasmic"
"ENSG00000055208.18",4553,"TAB2","TGF-beta"
"ENSG00000055211.12",2024,"GINM1","glycoprotein"
"ENSG00000055332.16",10042,"EIF2AK2","eukaryotic"
"ENSG00000055483.19",6063,"USP36","ubiquitin"
"ENSG00000055609.17",16862,"KMT2C","lysine"
"ENSG00000055732.12",2953,"MCOLN3","mucolipin"
"ENSG00000055813.5",3982,"CCDC85A","coiled-coil"
"ENSG00000055917.15",6251,"PUM2","pumilio"
"ENSG00000055950.16",2134,"MRPL43","mitochondrial"
"ENSG00000055955.15",3336,"ITIH4","inter-alpha-trypsin"
"ENSG00000055957.10",2911,"ITIH1","inter-alpha-trypsin"
"ENSG00000056050.6",1230,"HPF1","histone"
"ENSG00000056097.15",4738,"ZFR","zinc"
"ENSG00000056277.15",4634,"ZNF280C","zinc"
"ENSG00000056291.17",1922,"NPFFR2","neuropeptide"
"ENSG00000056487.15",3671,"PHF21B","PHD"
"ENSG00000056558.10",6324,"TRAF1","TNF"
"ENSG00000056586.15",9248,"RC3H2","ring"
"ENSG00000056736.9",2010,"IL17RB","interleukin"
"ENSG00000056972.18",5128,"TRAF3IP2","TRAF3"
"ENSG00000056998.19",3393,"GYG2","glycogenin"
"ENSG00000057019.15",6122,"DCBLD2","discoidin,"
"ENSG00000057149.15",1777,"SERPINB3","serpin"
"ENSG00000057252.12",6861,"SOAT1","sterol"
"ENSG00000057294.14",4302,"PKP2","plakophilin"
"ENSG00000057468.6",3266,"MSH4","mutS"
"ENSG00000057593.13",3109,"F7","coagulation"
"ENSG00000057608.16",2412,"GDI2","GDP"
"ENSG00000057657.15",5164,"PRDM1","PR/SET"
"ENSG00000057663.15",3216,"ATG5","autophagy"
"ENSG00000057704.12",5877,"TMCC3","transmembrane"
"ENSG00000057757.9",1603,"PITHD1","PITH"
"ENSG00000057935.13",5832,"MTA3","metastasis"
"ENSG00000058056.8",8323,"USP13","ubiquitin"
"ENSG00000058063.15",7325,"ATP11B","ATPase"
"ENSG00000058085.14",5147,"LAMC2","laminin"
"ENSG00000058091.16",5163,"CDK14","cyclin"
"ENSG00000058262.9",3635,"SEC61A1","Sec61"
"ENSG00000058272.17",5721,"PPP1R12A","protein"
"ENSG00000058335.15",6294,"RASGRF1","Ras"
"ENSG00000058404.19",4447,"CAMK2B","calcium/calmodulin"
"ENSG00000058453.16",6656,"CROCC","ciliary"
"ENSG00000058600.15",3697,"POLR3E","RNA"
"ENSG00000058668.14",8968,"ATP2B4","ATPase"
"ENSG00000058673.16",11825,"ZC3H11A","zinc"
"ENSG00000058729.10",3922,"RIOK2","RIO"
"ENSG00000058799.14",1858,"YIPF1","Yip1"
"ENSG00000058804.11",5134,"NDC1","NDC1"
"ENSG00000058866.14",5805,"DGKG","diacylglycerol"
"ENSG00000059122.16",5037,"FLYWCH1","FLYWCH-type"
"ENSG00000059145.18",5116,"UNKL","unkempt"
"ENSG00000059377.16",2505,"TBXAS1","thromboxane"
"ENSG00000059378.12",3796,"PARP12","poly(ADP-ribose)"
"ENSG00000059573.8",3359,"ALDH18A1","aldehyde"
"ENSG00000059588.9",5130,"TARBP1","TAR"
"ENSG00000059691.11",2385,"GATB","glutamyl-tRNA"
"ENSG00000059728.10",5587,"MXD1","MAX"
"ENSG00000059758.7",4157,"CDK17","cyclin"
"ENSG00000059769.19",2268,"DNAJC25","DnaJ"
"ENSG00000059804.15",3915,"SLC2A3","solute"
"ENSG00000059915.16",4183,"PSD","pleckstrin"
"ENSG00000060069.16",5866,"CTDP1","CTD"
"ENSG00000060138.12",1796,"YBX3","Y-box"
"ENSG00000060140.8",2995,"STYK1","serine/threonine/tyrosine"
"ENSG00000060237.16",11804,"WNK1","WNK"
"ENSG00000060339.13",4683,"CCAR1","cell"
"ENSG00000060491.16",4506,"OGFR","opioid"
"ENSG00000060558.3",2133,"GNA15","G"
"ENSG00000060566.13",2618,"CREB3L3","cAMP"
"ENSG00000060642.10",2713,"PIGV","phosphatidylinositol"
"ENSG00000060656.19",5579,"PTPRU","protein"
"ENSG00000060688.12",1597,"SNRNP40","small"
"ENSG00000060709.15",6321,"RIMBP2","RIMS"
"ENSG00000060718.21",7327,"COL11A1","collagen"
"ENSG00000060749.14",9335,"QSER1","glutamine"
"ENSG00000060762.18",1192,"MPC1","mitochondrial"
"ENSG00000060971.17",1862,"ACAA1","acetyl-CoA"
"ENSG00000060982.14",9674,"BCAT1","branched"
"ENSG00000061273.17",4095,"HDAC7","histone"
"ENSG00000061337.15",5706,"LZTS1","leucine"
"ENSG00000061455.10",9267,"PRDM6","PR/SET"
"ENSG00000061492.11",1543,"WNT8A","Wnt"
"ENSG00000061656.9",1453,"SPAG4","sperm"
"ENSG00000061676.14",20347,"NCKAP1","NCK"
"ENSG00000061794.12",1888,"MRPS35","mitochondrial"
"ENSG00000061918.12",3124,"GUCY1B1","guanylate"
"ENSG00000061936.9",3246,"SFSWAP","splicing"
"ENSG00000061938.17",5270,"TNK2","tyrosine"
"ENSG00000061987.15",13275,"MON2","MON2"
"ENSG00000062038.13",4929,"CDH3","cadherin"
"ENSG00000062096.14",2164,"ARSF","arylsulfatase"
"ENSG00000062194.15",4683,"GPBP1","GC-rich"
"ENSG00000062282.14",2453,"DGAT2","diacylglycerol"
"ENSG00000062370.16",3654,"ZNF112","zinc"
"ENSG00000062485.18",3057,"CS","citrate"
"ENSG00000062524.15",3046,"LTK","leukocyte"
"ENSG00000062582.13",743,"MRPS24","mitochondrial"
"ENSG00000062598.17",3678,"ELMO2","engulfment"
"ENSG00000062650.18",6333,"WAPL","WAPL"
"ENSG00000062716.12",2712,"VMP1","vacuole"
"ENSG00000062725.9",6478,"APPBP2","amyloid"
"ENSG00000062822.13",3517,"POLD1","DNA"
"ENSG00000063015.19",4471,"SEZ6","seizure"
"ENSG00000063046.17",4148,"EIF4B","eukaryotic"
"ENSG00000063127.15",2983,"SLC6A16","solute"
"ENSG00000063169.10",5739,"BICRA","BRD4"
"ENSG00000063176.15",3085,"SPHK2","sphingosine"
"ENSG00000063177.12",1111,"RPL18","ribosomal"
"ENSG00000063180.8",1844,"CA11","carbonic"
"ENSG00000063241.7",1566,"ISOC2","isochorismatase"
"ENSG00000063244.12",3022,"U2AF2","U2"
"ENSG00000063245.14",16219,"EPN1","epsin"
"ENSG00000063322.13",3653,"MED29","mediator"
"ENSG00000063438.16",5661,"AHRR","aryl-hydrocarbon"
"ENSG00000063515.2",1033,"GSC2","goosecoid"
"ENSG00000063587.13",6320,"ZNF275","zinc"
"ENSG00000063601.16",4516,"MTMR1","myotubularin"
"ENSG00000063660.8",3713,"GPC1","glypican"
"ENSG00000063761.15",2234,"ADCK1","aarF"
"ENSG00000063854.12",2984,"HAGH","hydroxyacylglutathione"
"ENSG00000063978.15",4123,"RNF4","ring"
"ENSG00000064012.21",2930,"CASP8","caspase"
"ENSG00000064042.17",6165,"LIMCH1","LIM"
"ENSG00000064102.14",2974,"INTS13","integrator"
"ENSG00000064115.10",2709,"TM7SF3","transmembrane"
"ENSG00000064195.7",2602,"DLX3","distal-less"
"ENSG00000064199.6",4949,"SPA17","sperm"
"ENSG00000064201.15",1318,"TSPAN32","tetraspanin"
"ENSG00000064205.10",1600,"WISP2","WNT1"
"ENSG00000064218.4",2183,"DMRT3","doublesex"
"ENSG00000064225.12",3571,"ST3GAL6","ST3"
"ENSG00000064270.12",3472,"ATP2C2","ATPase"
"ENSG00000064300.8",3417,"NGFR","nerve"
"ENSG00000064309.14",9138,"CDON","cell"
"ENSG00000064313.11",5048,"TAF2","TATA-box"
"ENSG00000064393.15",15049,"HIPK2","homeodomain"
"ENSG00000064419.13",4514,"TNPO3","transportin"
"ENSG00000064489.22",1492,"BORCS8-MEF2B","BORCS8-MEF2B"
"ENSG00000064490.13",1407,"RFXANK","regulatory"
"ENSG00000064545.14",1930,"TMEM161A","transmembrane"
"ENSG00000064547.13",2546,"LPAR2","lysophosphatidic"
"ENSG00000064601.17",2149,"CTSA","cathepsin"
"ENSG00000064607.16",6176,"SUGP2","SURP"
"ENSG00000064651.13",6885,"SLC12A2","solute"
"ENSG00000064652.10",2158,"SNX24","sorting"
"ENSG00000064655.18",2702,"EYA2","EYA"
"ENSG00000064666.14",2194,"CNN2","calponin"
"ENSG00000064687.12",6816,"ABCA7","ATP"
"ENSG00000064692.18",4986,"SNCAIP","synuclein"
"ENSG00000064703.11",4332,"DDX20","DEAD-box"
"ENSG00000064726.9",3297,"BTBD1","BTB"
"ENSG00000064763.10",3616,"FAR2","fatty"
"ENSG00000064787.13",6112,"BCAS1","breast"
"ENSG00000064835.10",1491,"POU1F1","POU"
"ENSG00000064886.13",2169,"CHI3L2","chitinase"
"ENSG00000064932.15",4923,"SBNO2","strawberry"
"ENSG00000064933.17",3417,"PMS1","PMS1"
"ENSG00000064961.18",1596,"HMG20B","high"
"ENSG00000064989.12",5223,"CALCRL","calcitonin"
"ENSG00000064995.16",1580,"TAF11","TATA-box"
"ENSG00000064999.13",6347,"ANKS1A","ankyrin"
"ENSG00000065000.16",5044,"AP3D1","adaptor"
"ENSG00000065029.14",2716,"ZNF76","zinc"
"ENSG00000065054.13",2194,"SLC9A3R2","SLC9A3"
"ENSG00000065057.7",1067,"NTHL1","nth"
"ENSG00000065060.16",9570,"UHRF1BP1","UHRF1"
"ENSG00000065135.10",27174,"GNAI3","G"
"ENSG00000065150.18",6003,"IPO5","importin"
"ENSG00000065154.11",2048,"OAT","ornithine"
"ENSG00000065183.15",9974,"WDR3","WD"
"ENSG00000065243.19",6121,"PKN2","protein"
"ENSG00000065268.10",1608,"WDR18","WD"
"ENSG00000065308.4",6908,"TRAM2","translocation"
"ENSG00000065320.8",5954,"NTN1","netrin"
"ENSG00000065325.12",4572,"GLP2R","glucagon"
"ENSG00000065328.16",4587,"MCM10","minichromosome"
"ENSG00000065357.19",2909,"DGKA","diacylglycerol"
"ENSG00000065361.15",5919,"ERBB3","erb-b2"
"ENSG00000065371.17",2056,"ROPN1","rhophilin"
"ENSG00000065413.19",7218,"ANKRD44","ankyrin"
"ENSG00000065427.14",2421,"KARS","lysyl-tRNA"
"ENSG00000065457.10",1869,"ADAT1","adenosine"
"ENSG00000065485.19",1799,"PDIA5","protein"
"ENSG00000065491.8",3462,"TBC1D22B","TBC1"
"ENSG00000065518.7",1426,"NDUFB4","NADH:ubiquinone"
"ENSG00000065526.10",12232,"SPEN","spen"
"ENSG00000065534.18",10027,"MYLK","myosin"
"ENSG00000065548.17",2138,"ZC3H15","zinc"
"ENSG00000065559.14",3856,"MAP2K4","mitogen-activated"
"ENSG00000065600.12",2475,"TMEM206","transmembrane"
"ENSG00000065609.14",4521,"SNAP91","synaptosome"
"ENSG00000065613.13",7766,"SLK","STE20"
"ENSG00000065615.13",9252,"CYB5R4","cytochrome"
"ENSG00000065618.18",5734,"COL17A1","collagen"
"ENSG00000065621.14",6423,"GSTO2","glutathione"
"ENSG00000065665.20",2462,"SEC61A2","Sec61"
"ENSG00000065675.14",3285,"PRKCQ","protein"
"ENSG00000065717.14",2705,"TLE2","transducin"
"ENSG00000065802.11",6994,"ASB1","ankyrin"
"ENSG00000065809.13",3785,"FAM107B","family"
"ENSG00000065833.8",3371,"ME1","malic"
"ENSG00000065882.15",5700,"TBC1D1","TBC1"
"ENSG00000065883.15",10135,"CDK13","cyclin"
"ENSG00000065911.11",4456,"MTHFD2","methylenetetrahydrofolate"
"ENSG00000065923.9",10024,"SLC9A7","solute"
"ENSG00000065970.8",5523,"FOXJ2","forkhead"
"ENSG00000065978.18",1524,"YBX1","Y-box"
"ENSG00000065989.15",4781,"PDE4A","phosphodiesterase"
"ENSG00000066027.11",3128,"PPP2R5A","protein"
"ENSG00000066032.18",4349,"CTNNA2","catenin"
"ENSG00000066044.14",6015,"ELAVL1","ELAV"
"ENSG00000066056.13",3882,"TIE1","tyrosine"
"ENSG00000066084.12",8593,"DIP2B","disco"
"ENSG00000066117.14",3658,"SMARCD1","SWI/SNF"
"ENSG00000066135.12",4474,"KDM4A","lysine"
"ENSG00000066136.20",2363,"NFYC","nuclear"
"ENSG00000066185.12",1775,"ZMYND12","zinc"
"ENSG00000066230.11",5176,"SLC9A3","solute"
"ENSG00000066248.14",3215,"NGEF","neuronal"
"ENSG00000066279.17",10887,"ASPM","abnormal"
"ENSG00000066294.14",8181,"CD84","CD84"
"ENSG00000066322.14",1625,"ELOVL1","ELOVL"
"ENSG00000066336.11",1403,"SPI1","Spi-1"
"ENSG00000066379.14",864,"ZNRD1","zinc"
"ENSG00000066382.16",5591,"MPPED2","metallophosphoesterase"
"ENSG00000066405.12",3520,"CLDN18","claudin"
"ENSG00000066422.4",6020,"ZBTB11","zinc"
"ENSG00000066427.22",6950,"ATXN3","ataxin"
"ENSG00000066455.12",2969,"GOLGA5","golgin"
"ENSG00000066468.22",4369,"FGFR2","fibroblast"
"ENSG00000066557.5",2884,"LRRC40","leucine"
"ENSG00000066583.11",1940,"ISOC1","isochorismatase"
"ENSG00000066629.16",4535,"EML1","echinoderm"
"ENSG00000066651.18",1889,"TRMT11","tRNA"
"ENSG00000066654.13",4122,"THUMPD1","THUMP"
"ENSG00000066697.14",1755,"MSANTD3","Myb/SANT"
"ENSG00000066735.14",6714,"KIF26A","kinesin"
"ENSG00000066739.11",13684,"ATG2B","autophagy"
"ENSG00000066777.8",7225,"ARFGEF1","ADP"
"ENSG00000066813.14",2935,"ACSM2B","acyl-CoA"
"ENSG00000066827.15",4686,"ZFAT","zinc"
"ENSG00000066855.15",2640,"MTFR1","mitochondrial"
"ENSG00000066923.17",4450,"STAG3","stromal"
"ENSG00000066926.10",3853,"FECH","ferrochelatase"
"ENSG00000066933.15",12411,"MYO9A","myosin"
"ENSG00000067048.16",4445,"DDX3Y","DEAD-box"
"ENSG00000067057.16",2769,"PFKP","phosphofructokinase,"
"ENSG00000067064.11",3370,"IDI1","isopentenyl-diphosphate"
"ENSG00000067066.16",3882,"SP100","SP100"
"ENSG00000067082.14",4656,"KLF6","Kruppel"
